EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,ParentEmployeeNationalIDAlternateKey,SalesTerritoryKey,FirstName,LastName,MiddleName,NameStyle,Title,HireDate,BirthDate,LoginID,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status
186,1,862951447,,1,Katie,McAskill-White,L,false,Production Supervisor - WC20,2008-09-20 00:00:00,1984-06-18 00:00:00,adventure-works\katie0,katie0@adventure-works.com,809-555-0133,S,Katie McAskill-White,809-555-0133,false,F,2,$25,42,41,true,false,Production,2008-09-20 00:00:00,,Current
187,1,551346974,,1,Russell,King,M,false,Production Technician - WC30,2008-09-21 00:00:00,1981-09-11 00:00:00,adventure-works\russell1,russell1@adventure-works.com,517-555-0122,M,Russell King,517-555-0122,false,M,1,$9.5,24,32,true,false,Production,2008-09-21 00:00:00,,Current
188,1,60114406,,1,Jack,Richins,S,false,Production Supervisor - WC30,2008-09-21 00:00:00,1983-01-20 00:00:00,adventure-works\jack0,jack0@adventure-works.com,552-555-0111,S,Jack Richins,552-555-0111,false,M,2,$25,68,54,true,false,Production,2008-09-21 00:00:00,,Current
189,1,33237992,,1,Andrew,Hill,R,false,Production Supervisor - WC10,2008-09-22 00:00:00,1988-04-06 00:00:00,adventure-works\andrew0,andrew0@adventure-works.com,908-555-0159,S,Andrew Hill,908-555-0159,false,M,2,$25,65,52,true,false,Production,2008-09-22 00:00:00,,Current
190,1,1300049,,1,Nicole,Holliday,B,false,Production Technician - WC40,2008-09-22 00:00:00,1985-11-07 00:00:00,adventure-works\nicole0,nicole0@adventure-works.com,508-555-0129,M,Nicole Holliday,508-555-0129,false,F,1,$15,67,53,true,false,Production,2008-09-22 00:00:00,,Current
191,1,10708100,,1,Frank,Miller,T,false,Production Technician - WC50,2008-09-23 00:00:00,1971-02-21 00:00:00,adventure-works\frank1,frank1@adventure-works.com,167-555-0139,S,Frank Miller,167-555-0139,false,M,1,$11,10,25,true,false,Production,2008-09-23 00:00:00,,Current
192,1,672243793,,1,Peter,Connelly,I,false,Network Administrator,2008-09-23 00:00:00,1979-12-27 00:00:00,adventure-works\peter1,peter1@adventure-works.com,310-555-0133,S,Peter Connelly,310-555-0133,false,M,2,$32.4519,69,54,true,false,Information Services,2008-09-23 00:00:00,,Current
193,1,63761469,,1,Anibal,Sousa,T,false,Production Technician - WC20,2008-09-23 00:00:00,1974-04-05 00:00:00,adventure-works\anibal0,anibal0@adventure-works.com,106-555-0120,S,Anibal Sousa,106-555-0120,false,F,1,$14,8,24,true,false,Production,2008-09-23 00:00:00,,Current
194,1,693168613,,1,Ken,Myer,L,false,Production Technician - WC40,2008-09-24 00:00:00,1980-12-26 00:00:00,adventure-works\ken1,ken1@adventure-works.com,949-555-0174,M,Ken Myer,949-555-0174,false,M,1,$15,51,45,true,false,Production,2008-09-24 00:00:00,,Current
195,1,476980013,,1,Grant,Culbertson,N,false,Human Resources Administrative Assistant,2008-09-25 00:00:00,1975-11-15 00:00:00,adventure-works\grant0,grant0@adventure-works.com,955-555-0131,S,Grant Culbertson,955-555-0131,false,M,2,$13.9423,53,46,true,false,Human Resources,2008-09-25 00:00:00,,Current
196,1,334834274,,1,Michael,Entin,T,false,Production Technician - WC50,2008-09-25 00:00:00,1989-01-13 00:00:00,adventure-works\michael4,michael4@adventure-works.com,817-555-0186,S,Michael Entin,817-555-0186,false,M,1,$11,94,67,true,false,Production,2008-09-25 00:00:00,,Current
197,1,399658727,,1,Lionel,Penuchot,C,false,Production Technician - WC45,2008-09-26 00:00:00,1987-10-13 00:00:00,adventure-works\lionel0,lionel0@adventure-works.com,450-555-0152,S,Lionel Penuchot,450-555-0152,false,M,1,$10,78,59,true,false,Production,2008-09-26 00:00:00,,Current
198,1,500412746,,1,Thomas,Michaels,R,false,Production Technician - WC60,2008-09-26 00:00:00,1985-08-10 00:00:00,adventure-works\thomas0,thomas0@adventure-works.com,278-555-0118,M,Thomas Michaels,278-555-0118,false,M,1,$12.45,37,38,true,false,Production,2008-09-26 00:00:00,,Current
199,1,652779496,,1,Jimmy,Bischoff,T,false,Stocker,2008-09-26 00:00:00,1990-06-01 00:00:00,adventure-works\jimmy0,jimmy0@adventure-works.com,927-555-0168,M,Jimmy Bischoff,927-555-0168,false,M,1,$9,96,68,true,false,Shipping and Receiving,2008-09-26 00:00:00,,Current
200,1,878395493,,1,Michael,Vanderhyde,T,false,Production Technician - WC30,2008-09-26 00:00:00,1982-04-18 00:00:00,adventure-works\michael5,michael5@adventure-works.com,296-555-0121,M,Michael Vanderhyde,296-555-0121,false,M,1,$9.5,35,37,true,false,Production,2008-09-26 00:00:00,,Current
201,1,332349500,,1,Lori,Kane,A,false,Production Supervisor - WC45,2008-09-26 00:00:00,1980-02-16 00:00:00,adventure-works\lori0,lori0@adventure-works.com,289-555-0196,S,Lori Kane,289-555-0196,false,F,2,$25,76,58,true,false,Production,2008-09-26 00:00:00,,Current
202,1,792847334,,1,Arvind,Rao,B,false,Buyer,2008-09-28 00:00:00,1974-03-21 00:00:00,adventure-works\arvind0,arvind0@adventure-works.com,848-555-0163,M,Arvind Rao,848-555-0163,false,M,2,$18.2692,60,50,true,false,Purchasing,2008-09-28 00:00:00,,Current
203,1,621932914,,1,Stefen,Hesse,A,false,Production Technician - WC20,2008-09-28 00:00:00,1975-07-21 00:00:00,adventure-works\stefen0,stefen0@adventure-works.com,165-555-0113,S,Stefen Hesse,165-555-0113,false,M,1,$14,19,29,true,false,Production,2008-09-28 00:00:00,,Current
204,1,398223854,,1,Hazem,Abolrous,E,false,Quality Assurance Manager,2008-09-28 00:00:00,1977-05-26 00:00:00,adventure-works\hazem0,hazem0@adventure-works.com,869-555-0125,S,Hazem Abolrous,869-555-0125,true,M,2,$28.8462,80,60,true,false,Quality Assurance,2008-09-28 00:00:00,,Current
205,1,519756660,,1,Janet,Sheperdigian,L,false,Accounts Payable Specialist,2008-09-29 00:00:00,1978-10-07 00:00:00,adventure-works\janet0,janet0@adventure-works.com,393-555-0186,M,Janet Sheperdigian,393-555-0186,false,F,2,$19,64,52,true,false,Finance,2008-09-29 00:00:00,,Current
206,1,912141525,,1,Elizabeth,Keyser,I,false,Production Technician - WC50,2008-09-30 00:00:00,1989-08-25 00:00:00,adventure-works\elizabeth0,elizabeth0@adventure-works.com,318-555-0137,M,Elizabeth Keyser,318-555-0137,false,F,1,$11,5,22,true,false,Production,2008-09-30 00:00:00,,Current
207,1,243322160,,1,Terry,Eminhizer,J,false,Marketing Specialist,2008-09-30 00:00:00,1985-09-04 00:00:00,adventure-works\terry0,terry0@adventure-works.com,138-555-0118,M,Terry Eminhizer,138-555-0118,false,M,2,$14.4231,44,42,true,false,Marketing,2008-09-30 00:00:00,,Current
208,1,568626529,,1,John,Frum,N,false,Production Technician - WC30,2008-10-01 00:00:00,1981-10-22 00:00:00,adventure-works\john3,john3@adventure-works.com,663-555-0172,S,John Frum,663-555-0172,false,M,1,$9.5,27,33,true,false,Production,2008-10-01 00:00:00,,Current
209,1,301435199,,1,Merav,Netz,A,false,Production Technician - WC30,2008-10-01 00:00:00,1982-12-11 00:00:00,adventure-works\merav0,merav0@adventure-works.com,224-555-0187,M,Merav Netz,224-555-0187,false,F,1,$9.5,46,43,true,false,Production,2008-10-01 00:00:00,,Current
210,1,368691270,,1,Brian,LaMee,P,false,Scheduling Assistant,2008-10-01 00:00:00,1984-03-11 00:00:00,adventure-works\brian1,brian1@adventure-works.com,313-555-0196,M,Brian LaMee,313-555-0196,false,M,2,$16,48,44,true,false,Production Control,2008-10-01 00:00:00,,Current
211,1,211789056,,1,Kitti,Lertpiriyasuwat,H,false,Production Technician - WC50,2008-10-02 00:00:00,1987-01-04 00:00:00,adventure-works\kitti0,kitti0@adventure-works.com,785-555-0132,S,Kitti Lertpiriyasuwat,785-555-0132,false,F,1,$11,89,64,true,false,Production,2008-10-02 00:00:00,,Current
212,1,63179277,,1,Jay,Adams,G,false,Production Technician - WC60,2008-10-03 00:00:00,1975-09-11 00:00:00,adventure-works\jay0,jay0@adventure-works.com,407-555-0165,S,Jay Adams,407-555-0165,false,M,1,$12.45,32,36,true,false,Production,2008-10-03 00:00:00,,Current
213,1,587567941,,1,Jan,Miksovsky,S,false,Production Technician - WC30,2008-10-03 00:00:00,1974-06-15 00:00:00,adventure-works\jan0,jan0@adventure-works.com,139-555-0131,S,Jan Miksovsky,139-555-0131,false,M,1,$9.5,30,35,true,false,Production,2008-10-03 00:00:00,,Current
214,1,634335025,,1,Brenda,Diaz,M,false,Production Supervisor - WC40,2008-10-03 00:00:00,1982-09-28 00:00:00,adventure-works\brenda0,brenda0@adventure-works.com,142-555-0139,M,Brenda Diaz,142-555-0139,false,F,2,$25,71,55,true,false,Production,2008-10-03 00:00:00,,Current
215,1,65848458,,1,Andrew,Cencini,M,false,Production Technician - WC45,2008-10-04 00:00:00,1988-04-24 00:00:00,adventure-works\andrew1,andrew1@adventure-works.com,207-555-0192,S,Andrew Cencini,207-555-0192,false,M,1,$10,73,56,true,false,Production,2008-10-04 00:00:00,,Current
216,1,260805477,,1,Chris,Norred,K,false,Control Specialist,2008-10-04 00:00:00,1986-12-24 00:00:00,adventure-works\chris1,chris1@adventure-works.com,575-555-0126,M,Chris Norred,575-555-0126,false,M,2,$16.8269,75,57,true,false,Document Control,2008-10-04 00:00:00,,Current
217,1,442121106,,1,Chris,Okelberry,O,false,Production Technician - WC60,2008-10-05 00:00:00,1986-03-07 00:00:00,adventure-works\chris2,chris2@adventure-works.com,315-555-0144,S,Chris Okelberry,315-555-0144,false,M,1,$12.45,16,28,true,false,Production,2008-10-05 00:00:00,,Current
218,1,300946911,,1,Shelley,Dyck,N,false,Production Technician - WC20,2008-10-05 00:00:00,1986-07-08 00:00:00,adventure-works\shelley0,shelley0@adventure-works.com,991-555-0184,S,Shelley Dyck,991-555-0184,false,F,1,$14,14,27,true,false,Production,2008-10-05 00:00:00,,Current
219,1,440379437,,1,Gabe,Mares,B,false,Production Technician - WC40,2008-10-06 00:00:00,1987-12-09 00:00:00,adventure-works\gabe0,gabe0@adventure-works.com,310-555-0117,M,Gabe Mares,310-555-0117,false,M,1,$15,57,48,true,false,Production,2008-10-06 00:00:00,,Current
220,1,480951955,,1,Mike,Seamans,K,false,Accountant,2008-10-06 00:00:00,1979-01-29 00:00:00,adventure-works\mike0,mike0@adventure-works.com,927-555-0150,S,Mike Seamans,927-555-0150,true,M,2,$26.4423,59,49,true,false,Finance,2008-10-06 00:00:00,,Current
221,1,879342154,,1,Michael,Raheem,,false,Research and Development Manager,2008-12-01 00:00:00,1984-06-30 00:00:00,adventure-works\michael6,michael6@adventure-works.com,330-555-2568,M,Michael Raheem,330-555-2568,true,M,2,$42.4808,16,64,true,false,Research and Development,2008-12-01 00:00:00,,Current
222,1,141165819,,1,Gary,Altman,E.,false,Facilities Manager,2009-07-02 00:00:00,1970-09-18 00:00:00,adventure-works\gary1,gary1@adventure-works.com,110-555-0112,M,Gary Altman,110-555-0112,true,M,2,$24.0385,86,63,true,false,Facilities and Maintenance,2009-07-02 00:00:00,,Current
223,1,537092325,,1,Charles,Fitzgerald,B,false,Production Technician - WC60,2009-07-03 00:00:00,1971-04-02 00:00:00,adventure-works\charles0,charles0@adventure-works.com,931-555-0118,S,Charles Fitzgerald,931-555-0118,false,M,1,$12.45,27,33,true,false,Production,2009-07-03 00:00:00,,Current
224,1,455563743,,1,Ebru,Ersan,N,false,Production Technician - WC10,2009-07-06 00:00:00,1986-04-22 00:00:00,adventure-works\ebru0,ebru0@adventure-works.com,202-555-0187,S,Ebru Ersan,202-555-0187,false,M,1,$13.45,93,66,true,false,Production,2009-07-06 00:00:00,,Current
225,1,701156975,,1,Sylvester,Valdez,A,false,Production Technician - WC20,2009-07-11 00:00:00,1970-06-12 00:00:00,adventure-works\sylvester0,sylvester0@adventure-works.com,492-555-0174,M,Sylvester Valdez,492-555-0174,false,M,1,$14,4,22,true,false,Production,2009-07-11 00:00:00,,Current
226,1,1662732,,1,Brian,Goldstein,Richard,false,Production Technician - WC40,2009-07-11 00:00:00,1970-07-23 00:00:00,adventure-works\brian2,brian2@adventure-works.com,730-555-0117,S,Brian Goldstein,730-555-0117,false,M,1,$15,63,51,true,false,Production,2009-07-11 00:00:00,,Current
227,1,407505660,,1,Linda,Meisner,P,false,Buyer,2009-07-17 00:00:00,1970-06-30 00:00:00,adventure-works\linda2,linda2@adventure-works.com,916-555-0165,M,Linda Meisner,916-555-0165,false,F,2,$18.2692,56,48,true,false,Purchasing,2009-07-17 00:00:00,,Current
228,1,294148271,,1,Betsy,Stadick,A,false,Production Technician - WC10,2009-07-18 00:00:00,1942-07-17 00:00:00,adventure-works\betsy0,betsy0@adventure-works.com,405-555-0171,S,Betsy Stadick,405-555-0171,false,F,1,$13.45,99,69,true,false,Production,2009-07-18 00:00:00,,Current
229,1,552560652,,1,Magnus,Hedlund,E,false,Facilities Administrative Assistant,2009-07-21 00:00:00,1971-03-27 00:00:00,adventure-works\magnus0,magnus0@adventure-works.com,583-555-0182,M,Magnus Hedlund,583-555-0182,false,M,2,$9.75,87,63,true,false,Facilities and Maintenance,2009-07-21 00:00:00,,Current
230,1,834186596,,1,Karan,Khanna,R,false,Production Technician - WC60,2009-07-22 00:00:00,1969-10-05 00:00:00,adventure-works\karan0,karan0@adventure-works.com,447-555-0186,S,Karan Khanna,447-555-0186,false,M,1,$12.45,28,34,true,false,Production,2009-07-22 00:00:00,,Current
231,1,717889520,,1,Mary,Baker,R,false,Production Technician - WC10,2009-07-25 00:00:00,1986-04-19 00:00:00,adventure-works\mary1,mary1@adventure-works.com,283-555-0185,M,Mary Baker,283-555-0185,false,F,1,$13.45,94,67,true,false,Production,2009-07-25 00:00:00,,Current
232,1,801365500,,1,Kevin,Homer,M,false,Production Technician - WC10,2009-07-25 00:00:00,1986-04-19 00:00:00,adventure-works\kevin2,kevin2@adventure-works.com,555-555-0113,S,Kevin Homer,555-555-0113,false,M,1,$13.45,90,65,true,false,Production,2009-07-25 00:00:00,,Current
233,1,413787783,,1,Mihail,Frintu,U,false,Production Technician - WC40,2009-07-29 00:00:00,1970-10-07 00:00:00,adventure-works\mihail0,mihail0@adventure-works.com,733-555-0128,S,Mihail Frintu,733-555-0128,false,M,1,$15,64,52,true,false,Production,2009-07-29 00:00:00,,Current
234,1,109272464,,1,Bonnie,Kearney,N,false,Production Technician - WC10,2009-08-01 00:00:00,1986-04-10 00:00:00,adventure-works\bonnie0,bonnie0@adventure-works.com,264-555-0150,M,Bonnie Kearney,264-555-0150,false,F,1,$13.45,89,64,true,false,Production,2009-08-01 00:00:00,,Current
235,1,482810518,,1,Fukiko,Ogisu,J,false,Buyer,2009-08-04 00:00:00,1970-06-24 00:00:00,adventure-works\fukiko0,fukiko0@adventure-works.com,520-555-0177,M,Fukiko Ogisu,520-555-0177,false,M,2,$18.2692,57,48,true,false,Purchasing,2009-08-04 00:00:00,,Current
236,1,113393530,,1,Hung-Fu,Ting,T,false,Production Technician - WC20,2009-08-06 00:00:00,1971-05-23 00:00:00,adventure-works\hung-fu0,hung-fu0@adventure-works.com,497-555-0181,S,Hung-Fu Ting,497-555-0181,false,M,1,$14,0,20,true,false,Production,2009-08-06 00:00:00,,Current
237,1,466142721,,1,Gordon,Hee,L,false,Buyer,2009-08-11 00:00:00,1942-06-29 00:00:00,adventure-works\gordon0,gordon0@adventure-works.com,230-555-0144,M,Gordon Hee,230-555-0144,false,M,2,$18.2692,52,46,true,false,Purchasing,2009-08-11 00:00:00,,Current
238,1,390124815,,1,Kimberly,Zimmerman,B,false,Production Technician - WC10,2009-08-12 00:00:00,1986-04-13 00:00:00,adventure-works\kimberly0,kimberly0@adventure-works.com,123-555-0167,S,Kimberly Zimmerman,123-555-0167,false,F,1,$13.45,95,67,true,false,Production,2009-08-12 00:00:00,,Current
239,1,6298838,,1,Kim,Abercrombie,B,false,Production Technician - WC60,2009-08-16 00:00:00,1942-07-14 00:00:00,adventure-works\kim1,kim1@adventure-works.com,208-555-0114,M,Kim Abercrombie,208-555-0114,false,F,1,$12.45,24,32,true,false,Production,2009-08-16 00:00:00,,Current
240,1,943170460,,1,Sandeep,Kaliyath,P,false,Production Technician - WC40,2009-08-17 00:00:00,1970-07-03 00:00:00,adventure-works\sandeep0,sandeep0@adventure-works.com,166-555-0156,S,Sandeep Kaliyath,166-555-0156,false,M,1,$15,65,52,true,false,Production,2009-08-17 00:00:00,,Current
241,1,339233463,,1,Prasanna,Samarawickrama,E,false,Production Technician - WC20,2009-08-22 00:00:00,1952-11-28 00:00:00,adventure-works\prasanna0,prasanna0@adventure-works.com,129-555-0199,M,Prasanna Samarawickrama,129-555-0199,false,M,1,$14,5,22,true,false,Production,2009-08-22 00:00:00,,Current
242,1,367453993,,1,Frank,Pellow,S,false,Buyer,2009-08-23 00:00:00,1951-12-11 00:00:00,adventure-works\frank2,frank2@adventure-works.com,163-555-0147,M,Frank Pellow,163-555-0147,false,M,2,$18.2692,58,49,true,false,Purchasing,2009-08-23 00:00:00,,Current
243,1,872923042,,1,Min,Su,G,false,Production Technician - WC20,2009-08-24 00:00:00,1974-04-10 00:00:00,adventure-works\min0,min0@adventure-works.com,590-555-0152,M,Min Su,590-555-0152,false,M,1,$14,1,20,true,false,Production,2009-08-24 00:00:00,,Current
244,1,697712387,,1,Eric,Brown,L,false,Production Technician - WC40,2009-08-24 00:00:00,1942-07-08 00:00:00,adventure-works\eric1,eric1@adventure-works.com,680-555-0118,M,Eric Brown,680-555-0118,false,M,1,$15,60,50,true,false,Production,2009-08-24 00:00:00,,Current
245,1,381073001,,1,Eric,Kurjan,S,false,Buyer,2009-08-27 00:00:00,1972-04-17 00:00:00,adventure-works\eric2,eric2@adventure-works.com,265-555-0195,S,Eric Kurjan,265-555-0195,false,M,2,$18.2692,54,47,true,false,Purchasing,2009-08-27 00:00:00,,Current
246,1,646304055,,1,Pat,Coleman,H,false,Janitor,2009-08-27 00:00:00,1970-07-03 00:00:00,adventure-works\pat0,pat0@adventure-works.com,720-555-0158,S,Pat Coleman,720-555-0158,false,M,1,$9.25,89,64,true,false,Facilities and Maintenance,2009-08-27 00:00:00,,Current
247,1,414476027,,1,Maciej,Dusza,W,false,Production Technician - WC60,2009-08-29 00:00:00,1954-08-30 00:00:00,adventure-works\maciej0,maciej0@adventure-works.com,237-555-0128,S,Maciej Dusza,237-555-0128,false,M,1,$12.45,30,35,true,false,Production,2009-08-29 00:00:00,,Current
248,1,785853949,,1,Erin,Hagens,M,false,Buyer,2009-08-31 00:00:00,1970-08-04 00:00:00,adventure-works\erin0,erin0@adventure-works.com,842-555-0158,S,Erin Hagens,842-555-0158,false,F,2,$18.2692,53,46,true,false,Purchasing,2009-08-31 00:00:00,,Current
249,1,90888098,,1,Patrick,Wedge,C,false,Production Technician - WC10,2009-09-01 00:00:00,1986-04-10 00:00:00,adventure-works\patrick0,patrick0@adventure-works.com,413-555-0124,S,Patrick Wedge,413-555-0124,false,M,1,$13.45,96,68,true,false,Production,2009-09-01 00:00:00,,Current
250,1,947029962,,1,Frank,Martinez,R,false,Production Technician - WC40,2009-09-05 00:00:00,1951-10-01 00:00:00,adventure-works\frank3,frank3@adventure-works.com,203-555-0196,M,Frank Martinez,203-555-0196,false,M,1,$15,66,53,true,false,Production,2009-09-05 00:00:00,,Current
251,1,461786517,,1,Ed,Dudenhoefer,R,false,Production Technician - WC60,2009-09-05 00:00:00,1971-04-11 00:00:00,adventure-works\ed0,ed0@adventure-works.com,919-555-0140,S,Ed Dudenhoefer,919-555-0140,false,M,1,$12.45,25,32,true,false,Production,2009-09-05 00:00:00,,Current
252,1,393421437,,1,Christopher,Hill,E,false,Production Technician - WC10,2009-09-08 00:00:00,1986-05-01 00:00:00,adventure-works\christopher0,christopher0@adventure-works.com,153-555-0166,M,Christopher Hill,153-555-0166,false,M,1,$13.45,91,65,true,false,Production,2009-09-08 00:00:00,,Current
253,1,988315686,,1,Patrick,Cook,M,false,Production Technician - WC40,2009-09-12 00:00:00,1973-07-23 00:00:00,adventure-works\patrick1,patrick1@adventure-works.com,425-555-0117,M,Patrick Cook,425-555-0117,false,M,1,$15,61,50,true,false,Production,2009-09-12 00:00:00,,Current
254,1,56772045,,1,Krishna,Sunkammurali,,false,Production Technician - WC20,2009-09-13 00:00:00,1971-04-05 00:00:00,adventure-works\krishna0,krishna0@adventure-works.com,491-555-0183,S,Krishna Sunkammurali,491-555-0183,false,M,1,$14,2,21,true,false,Production,2009-09-13 00:00:00,,Current
255,1,879334904,,1,Lori,Penor,K,false,Janitor,2009-09-16 00:00:00,1970-02-28 00:00:00,adventure-works\lori1,lori1@adventure-works.com,295-555-0161,M,Lori Penor,295-555-0161,false,F,1,$9.25,90,65,true,false,Facilities and Maintenance,2009-09-16 00:00:00,,Current
256,1,82638150,,1,Danielle,Tiedt,C,false,Production Technician - WC10,2009-09-20 00:00:00,1986-04-07 00:00:00,adventure-works\danielle0,danielle0@adventure-works.com,500-555-0172,S,Danielle Tiedt,500-555-0172,false,F,1,$13.45,97,68,true,false,Production,2009-09-20 00:00:00,,Current
257,1,343861179,,1,Sootha,Charncherngkha,T,false,Quality Assurance Technician,2009-09-23 00:00:00,1942-07-05 00:00:00,adventure-works\sootha0,sootha0@adventure-works.com,325-555-0137,M,Sootha Charncherngkha,325-555-0137,false,M,2,$10.5769,85,62,true,false,Quality Assurance,2009-09-23 00:00:00,,Current
258,1,582347317,,1,Michael,Zwilling,J,false,Production Technician - WC60,2009-09-23 00:00:00,1973-04-05 00:00:00,adventure-works\michael7,michael7@adventure-works.com,582-555-0148,S,Michael Zwilling,582-555-0148,false,M,1,$12.45,26,33,true,false,Production,2009-09-23 00:00:00,,Current
259,1,8066363,,1,Randy,Reeves,T,false,Production Technician - WC60,2009-09-23 00:00:00,1969-11-26 00:00:00,adventure-works\randy0,randy0@adventure-works.com,961-555-0122,M,Randy Reeves,961-555-0122,false,M,1,$12.45,29,34,true,false,Production,2009-09-23 00:00:00,,Current
260,1,561196580,,1,John,Kane,T,false,Production Technician - WC10,2009-09-27 00:00:00,1986-04-28 00:00:00,adventure-works\john4,john4@adventure-works.com,254-555-0114,S,John Kane,254-555-0114,false,M,1,$13.45,92,66,true,false,Production,2009-09-27 00:00:00,,Current
261,1,58791499,,1,Jack,Creasey,T,false,Production Technician - WC40,2009-10-01 00:00:00,1973-03-29 00:00:00,adventure-works\jack1,jack1@adventure-works.com,521-555-0113,S,Jack Creasey,521-555-0113,false,M,1,$15,62,51,true,false,Production,2009-10-01 00:00:00,,Current
262,1,163347032,,1,Olinda,Turner,C,false,Production Technician - WC20,2009-10-02 00:00:00,1969-11-02 00:00:00,adventure-works\olinda0,olinda0@adventure-works.com,306-555-0186,S,Olinda Turner,306-555-0186,false,F,1,$14,3,21,true,false,Production,2009-10-02 00:00:00,,Current
263,1,28414965,,1,Stuart,Macrae,J,false,Janitor,2009-10-03 00:00:00,1971-07-17 00:00:00,adventure-works\stuart1,stuart1@adventure-works.com,539-555-0149,M,Stuart Macrae,539-555-0149,false,M,1,$9.25,88,64,true,false,Facilities and Maintenance,2009-10-03 00:00:00,,Current
264,1,153479919,,1,Jo,Berry,L,false,Janitor,2009-10-05 00:00:00,1953-11-22 00:00:00,adventure-works\jo1,jo1@adventure-works.com,228-555-0159,M,Jo Berry,228-555-0159,false,F,1,$9.25,91,65,true,false,Facilities and Maintenance,2009-10-05 00:00:00,,Current
265,1,20269531,,1,Ben,Miller,T,false,Buyer,2009-10-07 00:00:00,1973-01-01 00:00:00,adventure-works\ben0,ben0@adventure-works.com,151-555-0113,M,Ben Miller,151-555-0113,false,M,2,$18.2692,55,47,true,false,Purchasing,2009-10-07 00:00:00,,Current
266,1,826454897,,1,Tom,Vande Velde,M,false,Production Technician - WC10,2009-10-08 00:00:00,1986-05-01 00:00:00,adventure-works\tom0,tom0@adventure-works.com,295-555-0161,M,Tom Vande Velde,295-555-0161,false,M,1,$13.45,98,69,true,false,Production,2009-10-08 00:00:00,,Current
267,1,974026903,,1,Ovidiu,Cracium,V,false,Senior Tool Designer,2010-07-05 00:00:00,1977-08-17 00:00:00,adventure-works\ovidiu0,ovidiu0@adventure-works.com,719-555-0181,S,Ovidiu Cracium,719-555-0181,false,M,2,$28.8462,7,23,true,false,Tool Design,2010-07-05 00:00:00,,Current
268,1,437296311,,1,Annette,Hill,L,false,Purchasing Assistant,2010-07-06 00:00:00,1977-08-29 00:00:00,adventure-works\annette0,annette0@adventure-works.com,125-555-0196,M,Annette Hill,125-555-0196,false,F,2,$12.75,50,45,true,false,Purchasing,2010-07-06 00:00:00,,Current
269,1,486228782,,1,Janice,Galvin,M,false,Tool Designer,2010-07-23 00:00:00,1988-12-26 00:00:00,adventure-works\janice0,janice0@adventure-works.com,473-555-0117,M,Janice Galvin,473-555-0117,false,F,2,$25,8,24,true,false,Tool Design,2010-07-23 00:00:00,,Current
270,1,280633567,,1,Reinout,Hillmann,N,false,Purchasing Assistant,2010-07-25 00:00:00,1977-08-17 00:00:00,adventure-works\reinout0,reinout0@adventure-works.com,370-555-0163,M,Reinout Hillmann,370-555-0163,false,M,2,$12.75,51,45,true,false,Purchasing,2010-07-25 00:00:00,,Current
271,1,42487730,,1,Michael,Sullivan,I,false,Senior Design Engineer,2010-07-30 00:00:00,1979-01-14 00:00:00,adventure-works\michael8,michael8@adventure-works.com,465-555-0156,S,Michael Sullivan,465-555-0156,true,M,2,$36.0577,3,21,true,false,Engineering,2010-07-30 00:00:00,,Current
272,1,502097814,,1,Stephen,Jiang,Y,false,North American Sales Manager,2010-08-04 00:00:00,1951-05-17 00:00:00,adventure-works\stephen0,stephen0@adventure-works.com,238-555-0197,M,Stephen Jiang,238-555-0197,true,M,2,$48.101,14,27,true,true,Sales,2010-08-04 00:00:00,,Current
273,1,323403273,,1,Wanida,Benshoof,M,false,Marketing Assistant,2010-08-07 00:00:00,1974-10-15 00:00:00,adventure-works\wanida0,wanida0@adventure-works.com,708-555-0141,M,Wanida Benshoof,708-555-0141,false,F,2,$13.4615,41,40,true,false,Marketing,2010-08-07 00:00:00,,Current
274,1,56920285,,1,Sharon,Salavaria,B,false,Design Engineer,2010-08-18 00:00:00,1960-11-30 00:00:00,adventure-works\sharon0,sharon0@adventure-works.com,970-555-0138,M,Sharon Salavaria,970-555-0138,true,F,2,$32.6923,4,22,true,false,Engineering,2010-08-18 00:00:00,,Current
275,1,222969461,,1,John,Wood,L,false,Marketing Specialist,2010-09-07 00:00:00,1977-10-04 00:00:00,adventure-works\john5,john5@adventure-works.com,486-555-0150,S,John Wood,486-555-0150,false,M,2,$14.4231,48,44,true,false,Marketing,2010-09-07 00:00:00,,Current
276,1,52541318,,1,Mary,Dempsey,A,false,Marketing Assistant,2010-09-14 00:00:00,1977-08-29 00:00:00,adventure-works\mary2,mary2@adventure-works.com,124-555-0114,S,Mary Dempsey,124-555-0114,false,F,2,$13.4615,43,41,true,false,Marketing,2010-09-14 00:00:00,,Current
277,1,112432117,,1,Brian,Welcker,S,false,Vice President of Sales,2010-09-15 00:00:00,1977-01-04 00:00:00,adventure-works\brian3,brian3@adventure-works.com,716-555-0127,S,Brian Welcker,716-555-0127,true,M,2,$72.1154,10,25,true,false,Sales,2010-09-15 00:00:00,,Current
278,1,895209680,,1,Sheela,Word,H,false,Purchasing Manager,2010-09-25 00:00:00,1977-09-10 00:00:00,adventure-works\sheela0,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,true,F,2,$30,49,44,true,false,Purchasing,2010-09-25 00:00:00,2011-02-27 00:00:00,
